Cnty_ID,Year,Crash_Sev_ID,crash_count
Collingsworth,2018,Incapacitating Injury,1
Collingsworth,2018,Killed,2
Collingsworth,2018,Non-Incapacitating,7
Collingsworth,2018,Not Injured,3
Collingsworth,2018,Possible Injury,1
Collingsworth,2019,Killed,2
Collingsworth,2019,Non-Incapacitating,2
Collingsworth,2019,Not Injured,15
Collingsworth,2019,Possible Injury,1
Collingsworth,2019,Unknown,3
Collingsworth,2020,Incapacitating Injury,1
Collingsworth,2020,Non-Incapacitating,4
Collingsworth,2020,Not Injured,15
Collingsworth,2020,Possible Injury,1
Collingsworth,2020,Unknown,2
Collingsworth,2021,Incapacitating Injury,4
Collingsworth,2021,Non-Incapacitating,1
Collingsworth,2021,Not Injured,13
Collingsworth,2021,Possible Injury,2
Collingsworth,2022,Incapacitating Injury,2
Collingsworth,2022,Non-Incapacitating,2
Collingsworth,2022,Not Injured,3
Collingsworth,2022,Possible Injury,1
Collingsworth,2023,Killed,4
Collingsworth,2023,Non-Incapacitating,3
Collingsworth,2023,Not Injured,14
Collingsworth,2024,Incapacitating Injury,3
Collingsworth,2024,Non-Incapacitating,1
Collingsworth,2024,Not Injured,7
Collingsworth,2024,Possible Injury,1
Colorado,2017,Incapacitating Injury,18
Colorado,2017,Killed,9
Colorado,2017,Non-Incapacitating,54
Colorado,2017,Not Injured,387
Colorado,2017,Possible Injury,61
Colorado,2017,Unknown,5
Colorado,2018,Incapacitating Injury,16
Colorado,2018,Killed,10
Colorado,2018,Non-Incapacitating,67
Colorado,2018,Not Injured,385
Colorado,2018,Possible Injury,57
Colorado,2018,Unknown,6
Colorado,2019,Incapacitating Injury,11
Colorado,2019,Killed,7
Colorado,2019,Non-Incapacitating,84
Colorado,2019,Not Injured,385
Colorado,2019,Possible Injury,54
Colorado,2019,Unknown,9
Colorado,2020,Incapacitating Injury,29
Colorado,2020,Killed,9
Colorado,2020,Non-Incapacitating,67
Colorado,2020,Not Injured,435
Colorado,2020,Possible Injury,63
Colorado,2020,Unknown,4
Colorado,2021,Incapacitating Injury,21
Colorado,2021,Killed,9
Colorado,2021,Non-Incapacitating,77
Colorado,2021,Not Injured,425
Colorado,2021,Possible Injury,60
Colorado,2021,Unknown,13
Colorado,2022,Incapacitating Injury,23
Colorado,2022,Killed,10
Colorado,2022,Non-Incapacitating,55
Colorado,2022,Not Injured,315
Colorado,2022,Possible Injury,66
Colorado,2022,Unknown,11
Colorado,2023,Incapacitating Injury,25
Colorado,2023,Killed,7
Colorado,2023,Non-Incapacitating,65
Colorado,2023,Not Injured,325
Colorado,2023,Possible Injury,58
Colorado,2023,Unknown,11
Colorado,2024,Incapacitating Injury,32
Colorado,2024,Killed,10
Colorado,2024,Non-Incapacitating,77
Colorado,2024,Not Injured,422
Colorado,2024,Possible Injury,80
Colorado,2024,Unknown,6
Comal,2017,Incapacitating Injury,85
Comal,2017,Killed,14
Comal,2017,Non-Incapacitating,330
Comal,2017,Not Injured,1371
Comal,2017,Possible Injury,315
Comal,2017,Unknown,31
Comal,2018,Incapacitating Injury,72
Comal,2018,Killed,11
Comal,2018,Non-Incapacitating,265
Comal,2018,Not Injured,1365
Comal,2018,Possible Injury,369
Comal,2018,Unknown,51
Comal,2019,Incapacitating Injury,79
Comal,2019,Killed,16
Comal,2019,Non-Incapacitating,340
Comal,2019,Not Injured,1394
Comal,2019,Possible Injury,407
Comal,2019,Unknown,33
Comal,2020,Incapacitating Injury,80
Comal,2020,Killed,20
Comal,2020,Non-Incapacitating,266
Comal,2020,Not Injured,1384
Comal,2020,Possible Injury,369
Comal,2020,Unknown,60
Comal,2021,Incapacitating Injury,125
Comal,2021,Killed,18
Comal,2021,Non-Incapacitating,416
Comal,2021,Not Injured,1863
Comal,2021,Possible Injury,365
Comal,2021,Unknown,66
Comal,2022,Incapacitating Injury,124
Comal,2022,Killed,15
Comal,2022,Non-Incapacitating,350
Comal,2022,Not Injured,2159
Comal,2022,Possible Injury,392
Comal,2022,Unknown,86
Comal,2023,Incapacitating Injury,109
Comal,2023,Killed,26
Comal,2023,Non-Incapacitating,384
Comal,2023,Not Injured,2022
Comal,2023,Possible Injury,340
Comal,2023,Unknown,73
Comal,2024,Incapacitating Injury,115
Comal,2024,Killed,20
Comal,2024,Non-Incapacitating,455
Comal,2024,Not Injured,2065
Comal,2024,Possible Injury,338
Comal,2024,Unknown,62
Comanche,2017,Incapacitating Injury,8
Comanche,2017,Killed,5
Comanche,2017,Non-Incapacitating,27
Comanche,2017,Not Injured,139
Comanche,2017,Possible Injury,17
Comanche,2017,Unknown,1
Comanche,2018,Incapacitating Injury,12
Comanche,2018,Killed,3
Comanche,2018,Non-Incapacitating,18
Comanche,2018,Not Injured,164
Comanche,2018,Possible Injury,31
Comanche,2018,Unknown,1
Comanche,2019,Incapacitating Injury,11
Comanche,2019,Killed,8
Comanche,2019,Non-Incapacitating,27
Comanche,2019,Not Injured,148
Comanche,2019,Possible Injury,32
Comanche,2019,Unknown,3
Comanche,2020,Incapacitating Injury,12
Comanche,2020,Killed,2
Comanche,2020,Non-Incapacitating,27
Comanche,2020,Not Injured,151
Comanche,2020,Possible Injury,31
Comanche,2020,Unknown,5
Comanche,2021,Incapacitating Injury,20
Comanche,2021,Killed,4
Comanche,2021,Non-Incapacitating,32
Comanche,2021,Not Injured,193
Comanche,2021,Possible Injury,25
Comanche,2021,Unknown,4
Comanche,2022,Incapacitating Injury,20
Comanche,2022,Killed,2
Comanche,2022,Non-Incapacitating,24
Comanche,2022,Not Injured,208
Comanche,2022,Possible Injury,13
Comanche,2022,Unknown,14
Comanche,2023,Incapacitating Injury,15
Comanche,2023,Killed,7
Comanche,2023,Non-Incapacitating,29
Comanche,2023,Not Injured,178
Comanche,2023,Possible Injury,14
Comanche,2023,Unknown,8
Comanche,2024,Incapacitating Injury,14
Comanche,2024,Killed,3
Comanche,2024,Non-Incapacitating,29
Comanche,2024,Not Injured,194
Comanche,2024,Possible Injury,22
Comanche,2024,Unknown,5
Concho,2017,Incapacitating Injury,7
Concho,2017,Killed,2
Concho,2017,Non-Incapacitating,6
Concho,2017,Not Injured,38
Concho,2017,Possible Injury,14
Concho,2017,Unknown,1
Concho,2018,Incapacitating Injury,4
Concho,2018,Killed,3
Concho,2018,Non-Incapacitating,9
Concho,2018,Not Injured,41
Concho,2018,Possible Injury,10
Concho,2019,Incapacitating Injury,4
Concho,2019,Killed,4
Concho,2019,Non-Incapacitating,13
Concho,2019,Not Injured,51
Concho,2019,Possible Injury,7
Concho,2020,Incapacitating Injury,7
Concho,2020,Killed,1
Concho,2020,Non-Incapacitating,14
Concho,2020,Not Injured,44
Concho,2020,Possible Injury,10
Concho,2021,Incapacitating Injury,8
Concho,2021,Killed,1
Concho,2021,Non-Incapacitating,13
Concho,2021,Not Injured,55
Concho,2021,Possible Injury,20
Concho,2022,Incapacitating Injury,5
Concho,2022,Killed,2
Concho,2022,Non-Incapacitating,7
Concho,2022,Not Injured,44
Concho,2022,Possible Injury,5
Concho,2023,Incapacitating Injury,6
Concho,2023,Killed,2
Concho,2023,Non-Incapacitating,10
Concho,2023,Not Injured,39
Concho,2023,Possible Injury,4
Concho,2023,Unknown,1
Concho,2024,Incapacitating Injury,6
Concho,2024,Killed,3
Concho,2024,Non-Incapacitating,11
Concho,2024,Not Injured,36
Concho,2024,Possible Injury,6
Cooke,2017,Incapacitating Injury,37
Cooke,2017,Killed,9
Cooke,2017,Non-Incapacitating,73
Cooke,2017,Not Injured,481
Cooke,2017,Possible Injury,67
Cooke,2017,Unknown,26
Cooke,2018,Incapacitating Injury,31
Cooke,2018,Killed,11
Cooke,2018,Non-Incapacitating,48
Cooke,2018,Not Injured,460
Cooke,2018,Possible Injury,93
Cooke,2018,Unknown,21
Cooke,2019,Incapacitating Injury,27
Cooke,2019,Killed,6
Cooke,2019,Non-Incapacitating,39
Cooke,2019,Not Injured,384
Cooke,2019,Possible Injury,103
Cooke,2019,Unknown,15
Cooke,2020,Incapacitating Injury,26
Cooke,2020,Killed,5
Cooke,2020,Non-Incapacitating,41
Cooke,2020,Not Injured,328
Cooke,2020,Possible Injury,83
Cooke,2020,Unknown,10
Cooke,2021,Incapacitating Injury,31
Cooke,2021,Killed,9
Cooke,2021,Non-Incapacitating,82
Cooke,2021,Not Injured,420
Cooke,2021,Possible Injury,67
Cooke,2021,Unknown,22
Cooke,2022,Incapacitating Injury,31
Cooke,2022,Killed,12
Cooke,2022,Non-Incapacitating,87
Cooke,2022,Not Injured,434
Cooke,2022,Possible Injury,66
Cooke,2022,Unknown,23
Cooke,2023,Incapacitating Injury,31
Cooke,2023,Killed,15
Cooke,2023,Non-Incapacitating,74
Cooke,2023,Not Injured,462
Cooke,2023,Possible Injury,85
Cooke,2023,Unknown,15
Cooke,2024,Incapacitating Injury,37
Cooke,2024,Killed,19
Cooke,2024,Non-Incapacitating,93
Cooke,2024,Not Injured,497
Cooke,2024,Possible Injury,90
Cooke,2024,Unknown,12
Coryell,2017,Incapacitating Injury,51
Coryell,2017,Killed,9
Coryell,2017,Non-Incapacitating,158
Coryell,2017,Not Injured,709
Coryell,2017,Possible Injury,105
Coryell,2017,Unknown,85
Coryell,2018,Incapacitating Injury,27
Coryell,2018,Killed,6
Coryell,2018,Non-Incapacitating,120
Coryell,2018,Not Injured,726
Coryell,2018,Possible Injury,127
Coryell,2018,Unknown,106
Coryell,2019,Incapacitating Injury,34
Coryell,2019,Killed,8
Coryell,2019,Non-Incapacitating,160
Coryell,2019,Not Injured,699
Coryell,2019,Possible Injury,130
Coryell,2019,Unknown,95
Coryell,2020,Incapacitating Injury,23
Coryell,2020,Killed,12
Coryell,2020,Non-Incapacitating,97
Coryell,2020,Not Injured,681
Coryell,2020,Possible Injury,106
Coryell,2020,Unknown,81
Coryell,2021,Incapacitating Injury,37
Coryell,2021,Killed,11
Coryell,2021,Non-Incapacitating,158
Coryell,2021,Not Injured,728
Coryell,2021,Possible Injury,100
Coryell,2021,Unknown,104
Coryell,2022,Incapacitating Injury,37
Coryell,2022,Killed,15
Coryell,2022,Non-Incapacitating,148
Coryell,2022,Not Injured,731
Coryell,2022,Possible Injury,100
Coryell,2022,Unknown,89
Coryell,2023,Incapacitating Injury,30
Coryell,2023,Killed,9
Coryell,2023,Non-Incapacitating,169
Coryell,2023,Not Injured,667
Coryell,2023,Possible Injury,113
Coryell,2023,Unknown,75
Coryell,2024,Incapacitating Injury,28
Coryell,2024,Killed,8
Coryell,2024,Non-Incapacitating,179
Coryell,2024,Not Injured,630
Coryell,2024,Possible Injury,80
Coryell,2024,Unknown,58
Cottle,2017,Incapacitating Injury,3
Cottle,2017,Not Injured,7
Cottle,2017,Possible Injury,1
Cottle,2018,Incapacitating Injury,1
Cottle,2018,Killed,1
Cottle,2018,Not Injured,6
Cottle,2018,Possible Injury,7
Cottle,2019,Non-Incapacitating,6
Cottle,2019,Not Injured,13
Cottle,2020,Non-Incapacitating,4
Cottle,2020,Not Injured,16
Cottle,2020,Possible Injury,1
Cottle,2021,Incapacitating Injury,1
Cottle,2021,Non-Incapacitating,1
Cottle,2021,Not Injured,18
Cottle,2022,Non-Incapacitating,4
Cottle,2022,Not Injured,21
Cottle,2022,Possible Injury,3
Cottle,2023,Non-Incapacitating,2
Cottle,2023,Not Injured,11
Cottle,2023,Possible Injury,2
Cottle,2024,Killed,1
Cottle,2024,Non-Incapacitating,2
Cottle,2024,Not Injured,13
Cottle,2024,Possible Injury,3
Crane,2017,Killed,1
Crane,2017,Non-Incapacitating,12
Crane,2017,Not Injured,60
Crane,2017,Possible Injury,6
Crane,2017,Unknown,1
Crane,2018,Incapacitating Injury,6
Crane,2018,Killed,4
Crane,2018,Non-Incapacitating,18
Crane,2018,Not Injured,61
Crane,2018,Possible Injury,5
Crane,2019,Incapacitating Injury,6
Crane,2019,Killed,1
Crane,2019,Non-Incapacitating,15
Crane,2019,Not Injured,63
Crane,2019,Possible Injury,8
Crane,2019,Unknown,3
Crane,2020,Incapacitating Injury,4
Crane,2020,Killed,2
Crane,2020,Non-Incapacitating,9
Crane,2020,Not Injured,47
Crane,2020,Possible Injury,4
Crane,2020,Unknown,2
Crane,2021,Incapacitating Injury,3
Crane,2021,Killed,2
Crane,2021,Non-Incapacitating,7
Crane,2021,Not Injured,40
Crane,2021,Possible Injury,8
Crane,2021,Unknown,1
Crane,2022,Incapacitating Injury,2
Crane,2022,Killed,4
Crane,2022,Non-Incapacitating,7
Crane,2022,Not Injured,44
Crane,2022,Possible Injury,11
Crane,2023,Incapacitating Injury,6
Crane,2023,Killed,1
Crane,2023,Non-Incapacitating,8
Crane,2023,Not Injured,56
Crane,2023,Possible Injury,8
Crane,2023,Unknown,2
Crane,2024,Incapacitating Injury,5
Crane,2024,Killed,3
Crane,2024,Non-Incapacitating,11
Crane,2024,Not Injured,68
Crane,2024,Possible Injury,5
Crane,2024,Unknown,2
Crockett,2017,Incapacitating Injury,9
Crockett,2017,Killed,4
Crockett,2017,Non-Incapacitating,27
Crockett,2017,Not Injured,81
Crockett,2017,Possible Injury,18
Crockett,2017,Unknown,2
Crockett,2018,Incapacitating Injury,7
Crockett,2018,Killed,3
Crockett,2018,Non-Incapacitating,36
Crockett,2018,Not Injured,107
Crockett,2018,Possible Injury,24
Crockett,2018,Unknown,1
Crockett,2019,Incapacitating Injury,7
Crockett,2019,Killed,4
Crockett,2019,Non-Incapacitating,33
Crockett,2019,Not Injured,110
Crockett,2019,Possible Injury,28
Crockett,2019,Unknown,1
Crockett,2020,Incapacitating Injury,12
Crockett,2020,Killed,8
Crockett,2020,Non-Incapacitating,18
Crockett,2020,Not Injured,76
Crockett,2020,Possible Injury,9
Crockett,2020,Unknown,2
Crockett,2021,Incapacitating Injury,11
Crockett,2021,Killed,5
Crockett,2021,Non-Incapacitating,21
Crockett,2021,Not Injured,104
Crockett,2021,Possible Injury,16
Crockett,2021,Unknown,2
Crockett,2022,Incapacitating Injury,11
Crockett,2022,Killed,1
Crockett,2022,Non-Incapacitating,17
Crockett,2022,Not Injured,86
Crockett,2022,Possible Injury,14
Crockett,2022,Unknown,2
Crockett,2023,Incapacitating Injury,8
Crockett,2023,Killed,5
Crockett,2023,Non-Incapacitating,12
Crockett,2023,Not Injured,91
Crockett,2023,Possible Injury,17
Crockett,2023,Unknown,2
Crockett,2024,Incapacitating Injury,3
Crockett,2024,Killed,3
Crockett,2024,Non-Incapacitating,29
Crockett,2024,Not Injured,70
Crockett,2024,Possible Injury,18
Crockett,2024,Unknown,2
Crosby,2017,Incapacitating Injury,2
Crosby,2017,Killed,1
Crosby,2017,Non-Incapacitating,12
Crosby,2017,Not Injured,26
Crosby,2017,Possible Injury,1
Crosby,2017,Unknown,1
Crosby,2018,Incapacitating Injury,7
Crosby,2018,Killed,1
Crosby,2018,Non-Incapacitating,8
Crosby,2018,Not Injured,28
Crosby,2018,Possible Injury,2
Crosby,2018,Unknown,1
Crosby,2019,Incapacitating Injury,3
Crosby,2019,Killed,1
Crosby,2019,Non-Incapacitating,5
Crosby,2019,Not Injured,20
Crosby,2019,Possible Injury,7
Crosby,2020,Incapacitating Injury,1
Crosby,2020,Killed,1
Crosby,2020,Non-Incapacitating,4
Crosby,2020,Not Injured,27
Crosby,2020,Possible Injury,6
Crosby,2020,Unknown,4
Crosby,2021,Incapacitating Injury,6
Crosby,2021,Killed,4
Crosby,2021,Non-Incapacitating,8
Crosby,2021,Not Injured,25
Crosby,2021,Possible Injury,4
Crosby,2021,Unknown,8
Crosby,2022,Incapacitating Injury,2
Crosby,2022,Killed,4
Crosby,2022,Non-Incapacitating,2
Crosby,2022,Not Injured,37
Crosby,2022,Possible Injury,5
Crosby,2022,Unknown,5
Crosby,2023,Incapacitating Injury,4
Crosby,2023,Killed,2
Crosby,2023,Non-Incapacitating,12
Crosby,2023,Not Injured,37
Crosby,2023,Possible Injury,14
Crosby,2023,Unknown,1
Crosby,2024,Incapacitating Injury,4
Crosby,2024,Non-Incapacitating,7
Crosby,2024,Not Injured,36
Crosby,2024,Possible Injury,3
Crosby,2024,Unknown,1
Culberson,2017,Incapacitating Injury,7
Culberson,2017,Killed,2
Culberson,2017,Non-Incapacitating,31
Culberson,2017,Not Injured,92
Culberson,2017,Possible Injury,3
Culberson,2017,Unknown,1
Culberson,2018,Incapacitating Injury,5
Culberson,2018,Killed,7
Culberson,2018,Non-Incapacitating,23
Culberson,2018,Not Injured,85
Culberson,2018,Possible Injury,12
Culberson,2019,Incapacitating Injury,8
Culberson,2019,Killed,2
Culberson,2019,Non-Incapacitating,27
Culberson,2019,Not Injured,124
Culberson,2019,Possible Injury,23
Culberson,2019,Unknown,5
Culberson,2020,Incapacitating Injury,6
Culberson,2020,Killed,3
Culberson,2020,Non-Incapacitating,12
Culberson,2020,Not Injured,98
Culberson,2020,Possible Injury,14
Culberson,2020,Unknown,2
Culberson,2021,Incapacitating Injury,8
Culberson,2021,Killed,13
Culberson,2021,Non-Incapacitating,23
Culberson,2021,Not Injured,122
Culberson,2021,Possible Injury,19
Culberson,2021,Unknown,2
Culberson,2022,Incapacitating Injury,3
Culberson,2022,Killed,3
Culberson,2022,Non-Incapacitating,17
Culberson,2022,Not Injured,116
Culberson,2022,Possible Injury,10
Culberson,2022,Unknown,7
Culberson,2023,Killed,3
Culberson,2023,Non-Incapacitating,18
Culberson,2023,Not Injured,83
Culberson,2023,Possible Injury,9
Culberson,2024,Incapacitating Injury,6
Culberson,2024,Non-Incapacitating,11
Culberson,2024,Not Injured,108
Culberson,2024,Possible Injury,16
Dallam,2017,Incapacitating Injury,8
Dallam,2017,Killed,2
Dallam,2017,Non-Incapacitating,18
Dallam,2017,Not Injured,149
Dallam,2017,Possible Injury,5
Dallam,2017,Unknown,15
Dallam,2018,Incapacitating Injury,6
Dallam,2018,Killed,1
Dallam,2018,Non-Incapacitating,15
Dallam,2018,Not Injured,158
Dallam,2018,Possible Injury,9
Dallam,2018,Unknown,18
Dallam,2019,Incapacitating Injury,8
Dallam,2019,Killed,2
Dallam,2019,Non-Incapacitating,20
Dallam,2019,Not Injured,137
Dallam,2019,Possible Injury,13
Dallam,2019,Unknown,15
Dallam,2020,Incapacitating Injury,5
Dallam,2020,Killed,3
Dallam,2020,Non-Incapacitating,12
Dallam,2020,Not Injured,152
Dallam,2020,Possible Injury,11
Dallam,2020,Unknown,13
Dallam,2021,Incapacitating Injury,4
Dallam,2021,Killed,2
Dallam,2021,Non-Incapacitating,25
Dallam,2021,Not Injured,160
Dallam,2021,Possible Injury,7
Dallam,2021,Unknown,22
Dallam,2022,Incapacitating Injury,4
Dallam,2022,Killed,4
Dallam,2022,Non-Incapacitating,20
Dallam,2022,Not Injured,114
Dallam,2022,Possible Injury,2
Dallam,2022,Unknown,7
Dallam,2023,Incapacitating Injury,6
Dallam,2023,Non-Incapacitating,24
Dallam,2023,Not Injured,127
Dallam,2023,Possible Injury,6
Dallam,2023,Unknown,7
Dallam,2024,Incapacitating Injury,6
Dallam,2024,Killed,4
Dallam,2024,Non-Incapacitating,24
Dallam,2024,Not Injured,123
Dallam,2024,Possible Injury,11
Dallam,2024,Unknown,12
Dallas,2017,Incapacitating Injury,1462
Dallas,2017,Killed,266
Dallas,2017,Non-Incapacitating,6672
Dallas,2017,Not Injured,32310
Dallas,2017,Possible Injury,11864
Dallas,2017,Unknown,4247
Dallas,2018,Incapacitating Injury,1301
Dallas,2018,Killed,287
Dallas,2018,Non-Incapacitating,5841
Dallas,2018,Not Injured,32463
Dallas,2018,Possible Injury,11778
Dallas,2018,Unknown,4055
Dallas,2019,Incapacitating Injury,1357
Dallas,2019,Killed,260
Dallas,2019,Non-Incapacitating,6182
Dallas,2019,Not Injured,37268
Dallas,2019,Possible Injury,12252
Dallas,2019,Unknown,5063
Dallas,2020,Incapacitating Injury,1255
Dallas,2020,Killed,310
Dallas,2020,Non-Incapacitating,5389
Dallas,2020,Not Injured,32951
Dallas,2020,Possible Injury,9504
Dallas,2020,Unknown,4932
Dallas,2021,Incapacitating Injury,1683
Dallas,2021,Killed,338
Dallas,2021,Non-Incapacitating,6800
Dallas,2021,Not Injured,38180
Dallas,2021,Possible Injury,9755
Dallas,2021,Unknown,5516
Dallas,2022,Incapacitating Injury,1563
Dallas,2022,Killed,330
Dallas,2022,Non-Incapacitating,7231
Dallas,2022,Not Injured,37870
Dallas,2022,Possible Injury,9109
Dallas,2022,Unknown,5573
Dallas,2023,Incapacitating Injury,1487
Dallas,2023,Killed,322
Dallas,2023,Non-Incapacitating,7523
Dallas,2023,Not Injured,36106
Dallas,2023,Possible Injury,8481
Dallas,2023,Unknown,5217
Dallas,2024,Incapacitating Injury,1430
Dallas,2024,Killed,306
Dallas,2024,Non-Incapacitating,7431
Dallas,2024,Not Injured,30997
Dallas,2024,Possible Injury,7959
Dallas,2024,Unknown,3199
Dawson,2017,Incapacitating Injury,12
Dawson,2017,Killed,2
Dawson,2017,Non-Incapacitating,18
Dawson,2017,Not Injured,160
Dawson,2017,Possible Injury,33
Dawson,2017,Unknown,10
Dawson,2018,Incapacitating Injury,10
Dawson,2018,Killed,1
Dawson,2018,Non-Incapacitating,16
Dawson,2018,Not Injured,88
Dawson,2018,Possible Injury,16
Dawson,2018,Unknown,2
Dawson,2019,Incapacitating Injury,8
Dawson,2019,Killed,4
Dawson,2019,Non-Incapacitating,25
Dawson,2019,Not Injured,175
Dawson,2019,Possible Injury,19
Dawson,2019,Unknown,9
Dawson,2020,Incapacitating Injury,14
Dawson,2020,Killed,2
Dawson,2020,Non-Incapacitating,20
Dawson,2020,Not Injured,138
Dawson,2020,Possible Injury,22
Dawson,2020,Unknown,10
Dawson,2021,Incapacitating Injury,10
Dawson,2021,Killed,5
Dawson,2021,Non-Incapacitating,19
Dawson,2021,Not Injured,147
Dawson,2021,Possible Injury,13
Dawson,2021,Unknown,6
Dawson,2022,Incapacitating Injury,8
Dawson,2022,Killed,1
Dawson,2022,Non-Incapacitating,28
Dawson,2022,Not Injured,135
Dawson,2022,Possible Injury,21
Dawson,2022,Unknown,5
Dawson,2023,Incapacitating Injury,12
Dawson,2023,Killed,8
Dawson,2023,Non-Incapacitating,24
Dawson,2023,Not Injured,184
Dawson,2023,Possible Injury,15
Dawson,2023,Unknown,4
Dawson,2024,Incapacitating Injury,11
Dawson,2024,Killed,5
Dawson,2024,Non-Incapacitating,33
Dawson,2024,Not Injured,142
Dawson,2024,Possible Injury,30
Dawson,2024,Unknown,4
Deaf Smith,2017,Incapacitating Injury,12
Deaf Smith,2017,Killed,2
Deaf Smith,2017,Non-Incapacitating,28
Deaf Smith,2017,Not Injured,283
Deaf Smith,2017,Possible Injury,19
Deaf Smith,2017,Unknown,36
Deaf Smith,2018,Incapacitating Injury,6
Deaf Smith,2018,Killed,4
Deaf Smith,2018,Non-Incapacitating,36
Deaf Smith,2018,Not Injured,261
Deaf Smith,2018,Possible Injury,29
Deaf Smith,2018,Unknown,34
Deaf Smith,2019,Incapacitating Injury,13
Deaf Smith,2019,Killed,4
Deaf Smith,2019,Non-Incapacitating,19
Deaf Smith,2019,Not Injured,289
Deaf Smith,2019,Possible Injury,46
Deaf Smith,2019,Unknown,36
Deaf Smith,2020,Incapacitating Injury,9
Deaf Smith,2020,Killed,3
Deaf Smith,2020,Non-Incapacitating,25
Deaf Smith,2020,Not Injured,290
Deaf Smith,2020,Possible Injury,30
Deaf Smith,2020,Unknown,43
Deaf Smith,2021,Incapacitating Injury,18
Deaf Smith,2021,Killed,4
Deaf Smith,2021,Non-Incapacitating,51
Deaf Smith,2021,Not Injured,280
Deaf Smith,2021,Possible Injury,23
Deaf Smith,2021,Unknown,49
Deaf Smith,2022,Incapacitating Injury,18
Deaf Smith,2022,Killed,4
Deaf Smith,2022,Non-Incapacitating,42
Deaf Smith,2022,Not Injured,259
Deaf Smith,2022,Possible Injury,24
Deaf Smith,2022,Unknown,28
Deaf Smith,2023,Incapacitating Injury,10
Deaf Smith,2023,Killed,2
Deaf Smith,2023,Non-Incapacitating,48
Deaf Smith,2023,Not Injured,270
Deaf Smith,2023,Possible Injury,23
Deaf Smith,2023,Unknown,24
Deaf Smith,2024,Incapacitating Injury,9
Deaf Smith,2024,Non-Incapacitating,49
Deaf Smith,2024,Not Injured,331
Deaf Smith,2024,Possible Injury,24
Deaf Smith,2024,Unknown,31
Delta,2017,Incapacitating Injury,5
Delta,2017,Non-Incapacitating,14
Delta,2017,Not Injured,44
Delta,2017,Possible Injury,1
Delta,2017,Unknown,1
Delta,2018,Incapacitating Injury,6
Delta,2018,Killed,1
Delta,2018,Non-Incapacitating,5
Delta,2018,Not Injured,29
Delta,2018,Possible Injury,2
Delta,2018,Unknown,1
Delta,2019,Incapacitating Injury,5
Delta,2019,Non-Incapacitating,16
Delta,2019,Not Injured,42
Delta,2019,Possible Injury,7
Delta,2020,Incapacitating Injury,4
Delta,2020,Non-Incapacitating,9
Delta,2020,Not Injured,42
Delta,2020,Possible Injury,5
Delta,2020,Unknown,1
Delta,2021,Incapacitating Injury,7
Delta,2021,Non-Incapacitating,8
Delta,2021,Not Injured,48
Delta,2021,Possible Injury,5
Delta,2021,Unknown,3
Delta,2022,Incapacitating Injury,8
Delta,2022,Killed,1
Delta,2022,Non-Incapacitating,11
Delta,2022,Not Injured,53
Delta,2022,Possible Injury,3
Delta,2022,Unknown,2
Delta,2023,Incapacitating Injury,4
Delta,2023,Killed,2
Delta,2023,Non-Incapacitating,14
Delta,2023,Not Injured,41
Delta,2023,Possible Injury,9
Delta,2023,Unknown,3
Delta,2024,Incapacitating Injury,1
Delta,2024,Killed,1
Delta,2024,Non-Incapacitating,16
Delta,2024,Not Injured,68
Delta,2024,Possible Injury,6
Denton,2017,Incapacitating Injury,303
Denton,2017,Killed,44
Denton,2017,Non-Incapacitating,1371
Denton,2017,Not Injured,9222
Denton,2017,Possible Injury,1954
Denton,2017,Unknown,693
Denton,2018,Incapacitating Injury,231
Denton,2018,Killed,45
Denton,2018,Non-Incapacitating,1165
Denton,2018,Not Injured,9179
Denton,2018,Possible Injury,2063
Denton,2018,Unknown,695
Denton,2019,Incapacitating Injury,223
Denton,2019,Killed,49
Denton,2019,Non-Incapacitating,1193
Denton,2019,Not Injured,9643
Denton,2019,Possible Injury,2139
Denton,2019,Unknown,753
Denton,2020,Incapacitating Injury,205
Denton,2020,Killed,57
Denton,2020,Non-Incapacitating,981
Denton,2020,Not Injured,7310
Denton,2020,Possible Injury,1661
Denton,2020,Unknown,664
Denton,2021,Incapacitating Injury,301
Denton,2021,Killed,60
Denton,2021,Non-Incapacitating,1292
Denton,2021,Not Injured,8837
Denton,2021,Possible Injury,1770
Denton,2021,Unknown,693
Denton,2022,Incapacitating Injury,304
Denton,2022,Killed,49
Denton,2022,Non-Incapacitating,1472
Denton,2022,Not Injured,9233
Denton,2022,Possible Injury,1748
Denton,2022,Unknown,697
Denton,2023,Incapacitating Injury,284
Denton,2023,Killed,51
Denton,2023,Non-Incapacitating,1722
Denton,2023,Not Injured,9409
Denton,2023,Possible Injury,1746
Denton,2023,Unknown,625
Denton,2024,Incapacitating Injury,309
Denton,2024,Killed,49
Denton,2024,Non-Incapacitating,1795
Denton,2024,Not Injured,9420
Denton,2024,Possible Injury,1723
Denton,2024,Unknown,556
Dewitt,2017,Incapacitating Injury,12
Dewitt,2017,Killed,5
Dewitt,2017,Non-Incapacitating,43
Dewitt,2017,Not Injured,229
Dewitt,2017,Possible Injury,46
Dewitt,2017,Unknown,17
Dewitt,2018,Incapacitating Injury,16
Dewitt,2018,Killed,4
Dewitt,2018,Non-Incapacitating,36
Dewitt,2018,Not Injured,223
Dewitt,2018,Possible Injury,47
Dewitt,2018,Unknown,11
Dewitt,2019,Incapacitating Injury,11
Dewitt,2019,Killed,5
