Cnty_ID,Year,Crash_Sev_ID,crash_count
Kleberg,2019,Not Injured,424
Kleberg,2019,Possible Injury,83
Kleberg,2019,Unknown,4
Kleberg,2020,Incapacitating Injury,7
Kleberg,2020,Killed,4
Kleberg,2020,Non-Incapacitating,32
Kleberg,2020,Not Injured,296
Kleberg,2020,Possible Injury,61
Kleberg,2020,Unknown,4
Kleberg,2021,Incapacitating Injury,11
Kleberg,2021,Killed,4
Kleberg,2021,Non-Incapacitating,50
Kleberg,2021,Not Injured,315
Kleberg,2021,Possible Injury,40
Kleberg,2021,Unknown,18
Kleberg,2022,Incapacitating Injury,14
Kleberg,2022,Killed,7
Kleberg,2022,Non-Incapacitating,46
Kleberg,2022,Not Injured,368
Kleberg,2022,Possible Injury,50
Kleberg,2022,Unknown,11
Kleberg,2023,Incapacitating Injury,12
Kleberg,2023,Killed,2
Kleberg,2023,Non-Incapacitating,75
Kleberg,2023,Not Injured,403
Kleberg,2023,Possible Injury,58
Kleberg,2023,Unknown,5
Kleberg,2024,Incapacitating Injury,9
Kleberg,2024,Non-Incapacitating,68
Kleberg,2024,Not Injured,398
Kleberg,2024,Possible Injury,51
Kleberg,2024,Unknown,5
Knox,2017,Incapacitating Injury,2
Knox,2017,Killed,1
Knox,2017,Non-Incapacitating,6
Knox,2017,Not Injured,22
Knox,2017,Possible Injury,4
Knox,2017,Unknown,1
Knox,2018,Incapacitating Injury,1
Knox,2018,Non-Incapacitating,5
Knox,2018,Not Injured,29
Knox,2018,Possible Injury,4
Knox,2018,Unknown,2
Knox,2019,Non-Incapacitating,5
Knox,2019,Not Injured,19
Knox,2019,Possible Injury,12
Knox,2019,Unknown,2
Knox,2020,Killed,4
Knox,2020,Not Injured,17
Knox,2020,Possible Injury,4
Knox,2020,Unknown,1
Knox,2021,Incapacitating Injury,2
Knox,2021,Killed,2
Knox,2021,Non-Incapacitating,4
Knox,2021,Not Injured,24
Knox,2021,Possible Injury,5
Knox,2021,Unknown,1
Knox,2022,Incapacitating Injury,2
Knox,2022,Killed,2
Knox,2022,Non-Incapacitating,4
Knox,2022,Not Injured,21
Knox,2022,Possible Injury,2
Knox,2023,Incapacitating Injury,4
Knox,2023,Killed,2
Knox,2023,Non-Incapacitating,2
Knox,2023,Not Injured,24
Knox,2023,Possible Injury,1
Knox,2023,Unknown,4
Knox,2024,Incapacitating Injury,1
Knox,2024,Non-Incapacitating,2
Knox,2024,Not Injured,16
Knox,2024,Unknown,1
La Salle,2017,Incapacitating Injury,14
La Salle,2017,Killed,6
La Salle,2017,Non-Incapacitating,17
La Salle,2017,Not Injured,98
La Salle,2017,Possible Injury,19
La Salle,2017,Unknown,1
La Salle,2018,Incapacitating Injury,8
La Salle,2018,Killed,7
La Salle,2018,Non-Incapacitating,32
La Salle,2018,Not Injured,90
La Salle,2018,Possible Injury,17
La Salle,2018,Unknown,2
La Salle,2019,Incapacitating Injury,4
La Salle,2019,Killed,4
La Salle,2019,Non-Incapacitating,31
La Salle,2019,Not Injured,86
La Salle,2019,Possible Injury,15
La Salle,2019,Unknown,2
La Salle,2020,Incapacitating Injury,5
La Salle,2020,Killed,1
La Salle,2020,Non-Incapacitating,11
La Salle,2020,Not Injured,74
La Salle,2020,Possible Injury,13
La Salle,2020,Unknown,5
La Salle,2021,Incapacitating Injury,4
La Salle,2021,Killed,4
La Salle,2021,Non-Incapacitating,15
La Salle,2021,Not Injured,82
La Salle,2021,Possible Injury,15
La Salle,2021,Unknown,2
La Salle,2022,Incapacitating Injury,6
La Salle,2022,Killed,5
La Salle,2022,Non-Incapacitating,10
La Salle,2022,Not Injured,87
La Salle,2022,Possible Injury,7
La Salle,2022,Unknown,2
La Salle,2023,Incapacitating Injury,6
La Salle,2023,Killed,7
La Salle,2023,Non-Incapacitating,11
La Salle,2023,Not Injured,72
La Salle,2023,Possible Injury,16
La Salle,2023,Unknown,3
La Salle,2024,Incapacitating Injury,5
La Salle,2024,Killed,4
La Salle,2024,Non-Incapacitating,16
La Salle,2024,Not Injured,50
La Salle,2024,Possible Injury,15
Lamar,2017,Incapacitating Injury,42
Lamar,2017,Killed,6
Lamar,2017,Non-Incapacitating,112
Lamar,2017,Not Injured,883
Lamar,2017,Possible Injury,168
Lamar,2017,Unknown,37
Lamar,2018,Incapacitating Injury,47
Lamar,2018,Killed,15
Lamar,2018,Non-Incapacitating,113
Lamar,2018,Not Injured,884
Lamar,2018,Possible Injury,170
Lamar,2018,Unknown,44
Lamar,2019,Incapacitating Injury,37
Lamar,2019,Killed,12
Lamar,2019,Non-Incapacitating,99
Lamar,2019,Not Injured,847
Lamar,2019,Possible Injury,159
Lamar,2019,Unknown,43
Lamar,2020,Incapacitating Injury,33
Lamar,2020,Killed,11
Lamar,2020,Non-Incapacitating,99
Lamar,2020,Not Injured,726
Lamar,2020,Possible Injury,167
Lamar,2020,Unknown,31
Lamar,2021,Incapacitating Injury,35
Lamar,2021,Killed,10
Lamar,2021,Non-Incapacitating,111
Lamar,2021,Not Injured,724
Lamar,2021,Possible Injury,139
Lamar,2021,Unknown,34
Lamar,2022,Incapacitating Injury,30
Lamar,2022,Killed,12
Lamar,2022,Non-Incapacitating,116
Lamar,2022,Not Injured,559
Lamar,2022,Possible Injury,154
Lamar,2022,Unknown,15
Lamar,2023,Incapacitating Injury,60
Lamar,2023,Killed,11
Lamar,2023,Non-Incapacitating,143
Lamar,2023,Not Injured,678
Lamar,2023,Possible Injury,85
Lamar,2023,Unknown,32
Lamar,2024,Incapacitating Injury,39
Lamar,2024,Killed,9
Lamar,2024,Non-Incapacitating,156
Lamar,2024,Not Injured,708
Lamar,2024,Possible Injury,94
Lamar,2024,Unknown,25
Lamb,2017,Incapacitating Injury,7
Lamb,2017,Killed,2
Lamb,2017,Non-Incapacitating,26
Lamb,2017,Not Injured,126
Lamb,2017,Possible Injury,19
Lamb,2017,Unknown,8
Lamb,2018,Incapacitating Injury,4
Lamb,2018,Killed,5
Lamb,2018,Non-Incapacitating,30
Lamb,2018,Not Injured,128
Lamb,2018,Possible Injury,16
Lamb,2018,Unknown,11
Lamb,2019,Incapacitating Injury,6
Lamb,2019,Non-Incapacitating,29
Lamb,2019,Not Injured,126
Lamb,2019,Possible Injury,20
Lamb,2019,Unknown,10
Lamb,2020,Incapacitating Injury,4
Lamb,2020,Killed,2
Lamb,2020,Non-Incapacitating,23
Lamb,2020,Not Injured,121
Lamb,2020,Possible Injury,13
Lamb,2020,Unknown,10
Lamb,2021,Incapacitating Injury,14
Lamb,2021,Killed,4
Lamb,2021,Non-Incapacitating,21
Lamb,2021,Not Injured,113
Lamb,2021,Possible Injury,15
Lamb,2021,Unknown,7
Lamb,2022,Incapacitating Injury,7
Lamb,2022,Killed,4
Lamb,2022,Non-Incapacitating,21
Lamb,2022,Not Injured,97
Lamb,2022,Possible Injury,18
Lamb,2022,Unknown,8
Lamb,2023,Incapacitating Injury,8
Lamb,2023,Killed,4
Lamb,2023,Non-Incapacitating,21
Lamb,2023,Not Injured,80
Lamb,2023,Possible Injury,15
Lamb,2023,Unknown,6
Lamb,2024,Incapacitating Injury,7
Lamb,2024,Killed,3
Lamb,2024,Non-Incapacitating,22
Lamb,2024,Not Injured,101
Lamb,2024,Possible Injury,14
Lamb,2024,Unknown,4
Lampasas,2017,Incapacitating Injury,22
Lampasas,2017,Killed,6
Lampasas,2017,Non-Incapacitating,54
Lampasas,2017,Not Injured,195
Lampasas,2017,Possible Injury,45
Lampasas,2017,Unknown,9
Lampasas,2018,Incapacitating Injury,12
Lampasas,2018,Killed,5
Lampasas,2018,Non-Incapacitating,58
Lampasas,2018,Not Injured,228
Lampasas,2018,Possible Injury,40
Lampasas,2018,Unknown,8
Lampasas,2019,Incapacitating Injury,16
Lampasas,2019,Killed,7
Lampasas,2019,Non-Incapacitating,40
Lampasas,2019,Not Injured,215
Lampasas,2019,Possible Injury,53
Lampasas,2019,Unknown,7
Lampasas,2020,Incapacitating Injury,11
Lampasas,2020,Killed,4
Lampasas,2020,Non-Incapacitating,47
Lampasas,2020,Not Injured,205
Lampasas,2020,Possible Injury,28
Lampasas,2020,Unknown,15
Lampasas,2021,Incapacitating Injury,15
Lampasas,2021,Killed,5
Lampasas,2021,Non-Incapacitating,61
Lampasas,2021,Not Injured,204
Lampasas,2021,Possible Injury,28
Lampasas,2021,Unknown,9
Lampasas,2022,Incapacitating Injury,26
Lampasas,2022,Killed,6
Lampasas,2022,Non-Incapacitating,55
Lampasas,2022,Not Injured,229
Lampasas,2022,Possible Injury,24
Lampasas,2022,Unknown,16
Lampasas,2023,Incapacitating Injury,21
Lampasas,2023,Killed,1
Lampasas,2023,Non-Incapacitating,84
Lampasas,2023,Not Injured,201
Lampasas,2023,Possible Injury,28
Lampasas,2023,Unknown,11
Lampasas,2024,Incapacitating Injury,18
Lampasas,2024,Killed,3
Lampasas,2024,Non-Incapacitating,69
Lampasas,2024,Not Injured,261
Lampasas,2024,Possible Injury,33
Lampasas,2024,Unknown,6
Lavaca,2017,Incapacitating Injury,11
Lavaca,2017,Killed,7
Lavaca,2017,Non-Incapacitating,33
Lavaca,2017,Not Injured,149
Lavaca,2017,Possible Injury,25
Lavaca,2017,Unknown,6
Lavaca,2018,Incapacitating Injury,13
Lavaca,2018,Killed,3
Lavaca,2018,Non-Incapacitating,9
Lavaca,2018,Not Injured,168
Lavaca,2018,Possible Injury,36
Lavaca,2018,Unknown,13
Lavaca,2019,Incapacitating Injury,8
Lavaca,2019,Killed,3
Lavaca,2019,Non-Incapacitating,27
Lavaca,2019,Not Injured,160
Lavaca,2019,Possible Injury,26
Lavaca,2019,Unknown,9
Lavaca,2020,Incapacitating Injury,14
Lavaca,2020,Killed,2
Lavaca,2020,Non-Incapacitating,28
Lavaca,2020,Not Injured,169
Lavaca,2020,Possible Injury,29
Lavaca,2020,Unknown,8
Lavaca,2021,Incapacitating Injury,8
Lavaca,2021,Killed,5
Lavaca,2021,Non-Incapacitating,23
Lavaca,2021,Not Injured,170
Lavaca,2021,Possible Injury,25
Lavaca,2021,Unknown,15
Lavaca,2022,Incapacitating Injury,9
Lavaca,2022,Killed,2
Lavaca,2022,Non-Incapacitating,43
Lavaca,2022,Not Injured,198
Lavaca,2022,Possible Injury,25
Lavaca,2022,Unknown,13
Lavaca,2023,Incapacitating Injury,19
Lavaca,2023,Killed,4
Lavaca,2023,Non-Incapacitating,27
Lavaca,2023,Not Injured,182
Lavaca,2023,Possible Injury,24
Lavaca,2023,Unknown,5
Lavaca,2024,Incapacitating Injury,15
Lavaca,2024,Killed,3
Lavaca,2024,Non-Incapacitating,25
Lavaca,2024,Not Injured,193
Lavaca,2024,Possible Injury,22
Lavaca,2024,Unknown,8
Lee,2017,Incapacitating Injury,17
Lee,2017,Killed,3
Lee,2017,Non-Incapacitating,46
Lee,2017,Not Injured,248
Lee,2017,Possible Injury,38
Lee,2017,Unknown,16
Lee,2018,Incapacitating Injury,15
Lee,2018,Killed,5
Lee,2018,Non-Incapacitating,53
Lee,2018,Not Injured,283
Lee,2018,Possible Injury,47
Lee,2018,Unknown,9
Lee,2019,Incapacitating Injury,16
Lee,2019,Killed,8
Lee,2019,Non-Incapacitating,30
Lee,2019,Not Injured,243
Lee,2019,Possible Injury,47
Lee,2019,Unknown,7
Lee,2020,Incapacitating Injury,14
Lee,2020,Killed,4
Lee,2020,Non-Incapacitating,29
Lee,2020,Not Injured,194
Lee,2020,Possible Injury,36
Lee,2020,Unknown,7
Lee,2021,Incapacitating Injury,24
Lee,2021,Killed,5
Lee,2021,Non-Incapacitating,42
Lee,2021,Not Injured,281
Lee,2021,Possible Injury,29
Lee,2021,Unknown,13
Lee,2022,Incapacitating Injury,24
Lee,2022,Killed,3
Lee,2022,Non-Incapacitating,39
Lee,2022,Not Injured,310
Lee,2022,Possible Injury,33
Lee,2022,Unknown,10
Lee,2023,Incapacitating Injury,21
Lee,2023,Killed,2
Lee,2023,Non-Incapacitating,61
Lee,2023,Not Injured,300
Lee,2023,Possible Injury,30
Lee,2023,Unknown,15
Lee,2024,Incapacitating Injury,20
Lee,2024,Killed,9
Lee,2024,Non-Incapacitating,41
Lee,2024,Not Injured,286
Lee,2024,Possible Injury,36
Lee,2024,Unknown,6
Leon,2017,Incapacitating Injury,29
Leon,2017,Killed,7
Leon,2017,Non-Incapacitating,69
Leon,2017,Not Injured,278
Leon,2017,Possible Injury,54
Leon,2017,Unknown,4
Leon,2018,Incapacitating Injury,22
Leon,2018,Killed,15
Leon,2018,Non-Incapacitating,46
Leon,2018,Not Injured,362
Leon,2018,Possible Injury,53
Leon,2018,Unknown,8
Leon,2019,Incapacitating Injury,20
Leon,2019,Killed,8
Leon,2019,Non-Incapacitating,38
Leon,2019,Not Injured,379
Leon,2019,Possible Injury,64
Leon,2019,Unknown,5
Leon,2020,Incapacitating Injury,17
Leon,2020,Killed,8
Leon,2020,Non-Incapacitating,28
Leon,2020,Not Injured,310
Leon,2020,Possible Injury,64
Leon,2020,Unknown,8
Leon,2021,Incapacitating Injury,24
Leon,2021,Killed,10
Leon,2021,Non-Incapacitating,67
Leon,2021,Not Injured,385
Leon,2021,Possible Injury,47
Leon,2021,Unknown,19
Leon,2022,Incapacitating Injury,16
Leon,2022,Killed,14
Leon,2022,Non-Incapacitating,53
Leon,2022,Not Injured,345
Leon,2022,Possible Injury,63
Leon,2022,Unknown,5
Leon,2023,Incapacitating Injury,23
Leon,2023,Killed,13
Leon,2023,Non-Incapacitating,43
Leon,2023,Not Injured,379
Leon,2023,Possible Injury,40
Leon,2023,Unknown,3
Leon,2024,Incapacitating Injury,20
Leon,2024,Killed,8
Leon,2024,Non-Incapacitating,58
Leon,2024,Not Injured,371
Leon,2024,Possible Injury,45
Leon,2024,Unknown,16
Liberty,2017,Incapacitating Injury,56
Liberty,2017,Killed,36
Liberty,2017,Non-Incapacitating,106
Liberty,2017,Not Injured,1027
Liberty,2017,Possible Injury,204
Liberty,2017,Unknown,43
Liberty,2018,Incapacitating Injury,42
Liberty,2018,Killed,19
Liberty,2018,Non-Incapacitating,128
Liberty,2018,Not Injured,1113
Liberty,2018,Possible Injury,199
Liberty,2018,Unknown,35
Liberty,2019,Incapacitating Injury,57
Liberty,2019,Killed,21
Liberty,2019,Non-Incapacitating,137
Liberty,2019,Not Injured,1200
Liberty,2019,Possible Injury,260
Liberty,2019,Unknown,48
Liberty,2020,Incapacitating Injury,59
Liberty,2020,Killed,21
Liberty,2020,Non-Incapacitating,121
Liberty,2020,Not Injured,1068
Liberty,2020,Possible Injury,190
Liberty,2020,Unknown,29
Liberty,2021,Incapacitating Injury,65
Liberty,2021,Killed,21
Liberty,2021,Non-Incapacitating,179
Liberty,2021,Not Injured,1220
Liberty,2021,Possible Injury,192
Liberty,2021,Unknown,30
Liberty,2022,Incapacitating Injury,77
Liberty,2022,Killed,28
Liberty,2022,Non-Incapacitating,205
Liberty,2022,Not Injured,1257
Liberty,2022,Possible Injury,190
Liberty,2022,Unknown,25
Liberty,2023,Incapacitating Injury,84
Liberty,2023,Killed,22
Liberty,2023,Non-Incapacitating,213
Liberty,2023,Not Injured,1101
Liberty,2023,Possible Injury,216
Liberty,2023,Unknown,30
Liberty,2024,Incapacitating Injury,69
Liberty,2024,Killed,18
Liberty,2024,Non-Incapacitating,235
Liberty,2024,Not Injured,1140
Liberty,2024,Possible Injury,208
Liberty,2024,Unknown,27
Limestone,2017,Incapacitating Injury,18
Limestone,2017,Killed,2
Limestone,2017,Non-Incapacitating,55
Limestone,2017,Not Injured,241
Limestone,2017,Possible Injury,52
Limestone,2017,Unknown,3
Limestone,2018,Incapacitating Injury,14
Limestone,2018,Killed,3
Limestone,2018,Non-Incapacitating,54
Limestone,2018,Not Injured,234
Limestone,2018,Possible Injury,34
Limestone,2018,Unknown,11
Limestone,2019,Incapacitating Injury,16
Limestone,2019,Killed,5
Limestone,2019,Non-Incapacitating,52
Limestone,2019,Not Injured,241
Limestone,2019,Possible Injury,50
Limestone,2019,Unknown,9
Limestone,2020,Incapacitating Injury,10
Limestone,2020,Killed,7
Limestone,2020,Non-Incapacitating,57
Limestone,2020,Not Injured,250
Limestone,2020,Possible Injury,36
Limestone,2020,Unknown,19
Limestone,2021,Incapacitating Injury,25
Limestone,2021,Killed,6
Limestone,2021,Non-Incapacitating,48
Limestone,2021,Not Injured,266
Limestone,2021,Possible Injury,37
Limestone,2021,Unknown,9
Limestone,2022,Incapacitating Injury,17
Limestone,2022,Killed,7
Limestone,2022,Non-Incapacitating,55
Limestone,2022,Not Injured,248
Limestone,2022,Possible Injury,47
Limestone,2022,Unknown,10
Limestone,2023,Incapacitating Injury,17
Limestone,2023,Killed,5
Limestone,2023,Non-Incapacitating,40
Limestone,2023,Not Injured,178
Limestone,2023,Possible Injury,42
Limestone,2023,Unknown,5
Limestone,2024,Incapacitating Injury,18
Limestone,2024,Killed,5
Limestone,2024,Non-Incapacitating,45
Limestone,2024,Not Injured,257
Limestone,2024,Possible Injury,39
Limestone,2024,Unknown,8
Lipscomb,2017,Incapacitating Injury,1
Lipscomb,2017,Non-Incapacitating,2
Lipscomb,2017,Not Injured,13
Lipscomb,2017,Possible Injury,3
Lipscomb,2017,Unknown,1
Lipscomb,2018,Non-Incapacitating,3
Lipscomb,2018,Not Injured,21
Lipscomb,2018,Possible Injury,3
Lipscomb,2018,Unknown,1
Lipscomb,2019,Incapacitating Injury,1
Lipscomb,2019,Killed,1
Lipscomb,2019,Non-Incapacitating,5
Lipscomb,2019,Not Injured,18
Lipscomb,2019,Possible Injury,3
Lipscomb,2020,Killed,1
Lipscomb,2020,Non-Incapacitating,1
Lipscomb,2020,Not Injured,23
Lipscomb,2020,Possible Injury,2
Lipscomb,2020,Unknown,1
Lipscomb,2021,Incapacitating Injury,1
Lipscomb,2021,Non-Incapacitating,5
Lipscomb,2021,Not Injured,8
Lipscomb,2021,Possible Injury,4
Lipscomb,2021,Unknown,1
Lipscomb,2022,Incapacitating Injury,1
Lipscomb,2022,Non-Incapacitating,5
Lipscomb,2022,Not Injured,18
Lipscomb,2022,Possible Injury,2
Lipscomb,2023,Non-Incapacitating,5
Lipscomb,2023,Not Injured,17
Lipscomb,2023,Possible Injury,4
Lipscomb,2024,Incapacitating Injury,1
Lipscomb,2024,Killed,1
Lipscomb,2024,Non-Incapacitating,1
Lipscomb,2024,Not Injured,24
Lipscomb,2024,Possible Injury,3
Live Oak,2017,Incapacitating Injury,21
Live Oak,2017,Killed,8
Live Oak,2017,Non-Incapacitating,29
Live Oak,2017,Not Injured,256
Live Oak,2017,Possible Injury,47
Live Oak,2017,Unknown,8
Live Oak,2018,Incapacitating Injury,22
Live Oak,2018,Killed,2
Live Oak,2018,Non-Incapacitating,28
Live Oak,2018,Not Injured,305
Live Oak,2018,Possible Injury,56
Live Oak,2018,Unknown,6
Live Oak,2019,Incapacitating Injury,23
Live Oak,2019,Killed,6
Live Oak,2019,Non-Incapacitating,35
Live Oak,2019,Not Injured,286
Live Oak,2019,Possible Injury,58
Live Oak,2019,Unknown,7
Live Oak,2020,Incapacitating Injury,21
Live Oak,2020,Killed,5
Live Oak,2020,Non-Incapacitating,25
Live Oak,2020,Not Injured,283
Live Oak,2020,Possible Injury,45
Live Oak,2020,Unknown,10
Live Oak,2021,Incapacitating Injury,21
Live Oak,2021,Killed,5
Live Oak,2021,Non-Incapacitating,24
Live Oak,2021,Not Injured,320
Live Oak,2021,Possible Injury,49
Live Oak,2021,Unknown,7
Live Oak,2022,Incapacitating Injury,11
Live Oak,2022,Killed,8
Live Oak,2022,Non-Incapacitating,23
Live Oak,2022,Not Injured,267
Live Oak,2022,Possible Injury,46
Live Oak,2022,Unknown,8
Live Oak,2023,Incapacitating Injury,19
Live Oak,2023,Killed,7
Live Oak,2023,Non-Incapacitating,38
Live Oak,2023,Not Injured,326
Live Oak,2023,Possible Injury,42
Live Oak,2023,Unknown,7
Live Oak,2024,Incapacitating Injury,17
Live Oak,2024,Killed,6
Live Oak,2024,Non-Incapacitating,53
Live Oak,2024,Not Injured,339
Live Oak,2024,Possible Injury,37
Live Oak,2024,Unknown,4
Llano,2017,Incapacitating Injury,13
Llano,2017,Killed,3
Llano,2017,Non-Incapacitating,45
Llano,2017,Not Injured,144
Llano,2017,Possible Injury,17
Llano,2017,Unknown,9
Llano,2018,Incapacitating Injury,15
Llano,2018,Killed,2
Llano,2018,Non-Incapacitating,27
Llano,2018,Not Injured,155
Llano,2018,Possible Injury,28
Llano,2018,Unknown,6
Llano,2019,Incapacitating Injury,20
Llano,2019,Killed,6
Llano,2019,Non-Incapacitating,34
Llano,2019,Not Injured,190
Llano,2019,Possible Injury,34
Llano,2019,Unknown,14
Llano,2020,Incapacitating Injury,15
Llano,2020,Killed,3
Llano,2020,Non-Incapacitating,28
Llano,2020,Not Injured,197
Llano,2020,Possible Injury,13
Llano,2020,Unknown,10
Llano,2021,Incapacitating Injury,20
Llano,2021,Killed,6
Llano,2021,Non-Incapacitating,33
Llano,2021,Not Injured,232
Llano,2021,Possible Injury,27
Llano,2021,Unknown,8
Llano,2022,Incapacitating Injury,14
Llano,2022,Killed,5
Llano,2022,Non-Incapacitating,37
Llano,2022,Not Injured,210
Llano,2022,Possible Injury,12
Llano,2022,Unknown,16
Llano,2023,Incapacitating Injury,21
Llano,2023,Killed,12
Llano,2023,Non-Incapacitating,46
Llano,2023,Not Injured,250
Llano,2023,Possible Injury,20
Llano,2023,Unknown,13
Llano,2024,Incapacitating Injury,16
Llano,2024,Killed,5
Llano,2024,Non-Incapacitating,41
Llano,2024,Not Injured,185
Llano,2024,Possible Injury,26
Llano,2024,Unknown,10
Loving,2017,Incapacitating Injury,1
Loving,2017,Killed,1
Loving,2017,Non-Incapacitating,18
Loving,2017,Not Injured,38
Loving,2017,Possible Injury,7
Loving,2017,Unknown,1
Loving,2018,Incapacitating Injury,5
Loving,2018,Killed,4
Loving,2018,Non-Incapacitating,21
Loving,2018,Not Injured,64
Loving,2018,Possible Injury,13
Loving,2018,Unknown,1
Loving,2019,Incapacitating Injury,6
Loving,2019,Killed,2
Loving,2019,Non-Incapacitating,14
Loving,2019,Not Injured,64
Loving,2019,Possible Injury,3
Loving,2020,Killed,1
Loving,2020,Non-Incapacitating,5
Loving,2020,Not Injured,38
Loving,2020,Possible Injury,2
Loving,2020,Unknown,1
Loving,2021,Incapacitating Injury,5
Loving,2021,Killed,2
Loving,2021,Non-Incapacitating,6
Loving,2021,Not Injured,32
Loving,2021,Possible Injury,1
Loving,2022,Incapacitating Injury,4
Loving,2022,Killed,4
Loving,2022,Non-Incapacitating,3
Loving,2022,Not Injured,46
Loving,2022,Possible Injury,4
Loving,2022,Unknown,1
Loving,2023,Incapacitating Injury,3
Loving,2023,Killed,3
Loving,2023,Non-Incapacitating,18
Loving,2023,Not Injured,91
Loving,2023,Possible Injury,4
Loving,2024,Incapacitating Injury,6
Loving,2024,Killed,1
Loving,2024,Non-Incapacitating,10
Loving,2024,Not Injured,44
Loving,2024,Possible Injury,7
Lubbock,2017,Incapacitating Injury,113
Lubbock,2017,Killed,41
Lubbock,2017,Non-Incapacitating,592
Lubbock,2017,Not Injured,4331
Lubbock,2017,Possible Injury,1913
Lubbock,2017,Unknown,1088
Lubbock,2018,Incapacitating Injury,92
Lubbock,2018,Killed,26
Lubbock,2018,Non-Incapacitating,596
Lubbock,2018,Not Injured,5673
Lubbock,2018,Possible Injury,2067
Lubbock,2018,Unknown,1222
Lubbock,2019,Incapacitating Injury,87
Lubbock,2019,Killed,58
Lubbock,2019,Non-Incapacitating,622
Lubbock,2019,Not Injured,5478
Lubbock,2019,Possible Injury,2121
Lubbock,2019,Unknown,1176
Lubbock,2020,Incapacitating Injury,95
Lubbock,2020,Killed,39
Lubbock,2020,Non-Incapacitating,616
Lubbock,2020,Not Injured,5123
Lubbock,2020,Possible Injury,1901
Lubbock,2020,Unknown,976
Lubbock,2021,Incapacitating Injury,116
Lubbock,2021,Killed,60
Lubbock,2021,Non-Incapacitating,792
Lubbock,2021,Not Injured,5959
Lubbock,2021,Possible Injury,2257
Lubbock,2021,Unknown,1090
Lubbock,2022,Incapacitating Injury,101
Lubbock,2022,Killed,49
Lubbock,2022,Non-Incapacitating,704
Lubbock,2022,Not Injured,5264
Lubbock,2022,Possible Injury,2097
Lubbock,2022,Unknown,1007
Lubbock,2023,Incapacitating Injury,106
Lubbock,2023,Killed,52
Lubbock,2023,Non-Incapacitating,744
Lubbock,2023,Not Injured,4646
Lubbock,2023,Possible Injury,2010
Lubbock,2023,Unknown,903
Lubbock,2024,Incapacitating Injury,103
Lubbock,2024,Killed,45
Lubbock,2024,Non-Incapacitating,685
Lubbock,2024,Not Injured,3967
Lubbock,2024,Possible Injury,1866
Lubbock,2024,Unknown,651
Lynn,2017,Incapacitating Injury,8
Lynn,2017,Killed,3
Lynn,2017,Non-Incapacitating,16
Lynn,2017,Not Injured,67
Lynn,2017,Possible Injury,8
Lynn,2018,Incapacitating Injury,7
Lynn,2018,Killed,3
Lynn,2018,Non-Incapacitating,12
Lynn,2018,Not Injured,62
Lynn,2018,Possible Injury,18
Lynn,2018,Unknown,7
Lynn,2019,Incapacitating Injury,4
Lynn,2019,Non-Incapacitating,15
Lynn,2019,Not Injured,49
Lynn,2019,Possible Injury,8
Lynn,2019,Unknown,2
Lynn,2020,Incapacitating Injury,3
Lynn,2020,Killed,1
Lynn,2020,Non-Incapacitating,19
Lynn,2020,Not Injured,52
Lynn,2020,Possible Injury,8
Lynn,2020,Unknown,3
Lynn,2021,Incapacitating Injury,6
Lynn,2021,Killed,2
Lynn,2021,Non-Incapacitating,10
Lynn,2021,Not Injured,51
Lynn,2021,Possible Injury,5
Lynn,2021,Unknown,4
Lynn,2022,Incapacitating Injury,6
Lynn,2022,Killed,4
Lynn,2022,Non-Incapacitating,21
Lynn,2022,Not Injured,52
Lynn,2022,Possible Injury,9
Lynn,2022,Unknown,2
Lynn,2023,Incapacitating Injury,2
Lynn,2023,Killed,1
Lynn,2023,Non-Incapacitating,19
Lynn,2023,Not Injured,56
Lynn,2023,Possible Injury,14
Lynn,2023,Unknown,7
Lynn,2024,Incapacitating Injury,2
Lynn,2024,Killed,3
Lynn,2024,Non-Incapacitating,14
Lynn,2024,Not Injured,56
Lynn,2024,Possible Injury,11
Lynn,2024,Unknown,6
Madison,2017,Incapacitating Injury,18
Madison,2017,Killed,6
Madison,2017,Non-Incapacitating,38
Madison,2017,Not Injured,226
Madison,2017,Possible Injury,52
Madison,2017,Unknown,6
Madison,2018,Incapacitating Injury,17
Madison,2018,Killed,2
Madison,2018,Non-Incapacitating,23
Madison,2018,Not Injured,278
Madison,2018,Possible Injury,60
Madison,2018,Unknown,3
Madison,2019,Incapacitating Injury,13
Madison,2019,Killed,10
Madison,2019,Non-Incapacitating,23
Madison,2019,Not Injured,280
Madison,2019,Possible Injury,51
Madison,2019,Unknown,2
Madison,2020,Incapacitating Injury,18
Madison,2020,Killed,6
Madison,2020,Non-Incapacitating,21
Madison,2020,Not Injured,236
Madison,2020,Possible Injury,35
Madison,2020,Unknown,3
Madison,2021,Incapacitating Injury,15
Madison,2021,Killed,4
Madison,2021,Non-Incapacitating,50
Madison,2021,Not Injured,313
Madison,2021,Possible Injury,48
Madison,2021,Unknown,8
Madison,2022,Incapacitating Injury,7
Madison,2022,Killed,8
Madison,2022,Non-Incapacitating,33
Madison,2022,Not Injured,279
Madison,2022,Possible Injury,39
Madison,2022,Unknown,7
Madison,2023,Incapacitating Injury,14
Madison,2023,Killed,7
Madison,2023,Non-Incapacitating,30
Madison,2023,Not Injured,253
Madison,2023,Possible Injury,41
Madison,2023,Unknown,6
Madison,2024,Incapacitating Injury,10
Madison,2024,Killed,4
Madison,2024,Non-Incapacitating,38
